User,Artist,Album,Song,ListenDate
Thepekingduck,Jason Derülo,Talk Dirty,Talk Dirty - feat. 2 Chainz,10/26/2013 14:08
Thepekingduck,Katy Perry,Roar,Roar,10/26/2013 14:04
Thepekingduck,James Blunt,Bonfire Heart,Bonfire Heart,10/26/2013 14:00
Thepekingduck,The Saturdays,Disco Love,Disco Love,10/26/2013 13:57
Thepekingduck,Conor Maynard,R U Crazy,R U Crazy,10/26/2013 13:52
Thepekingduck,OneRepublic,Native,Counting Stars,10/26/2013 13:48
Thepekingduck,Eminem,Berzerk,Berzerk,10/26/2013 13:44
Thepekingduck,Avicii,TRUE,Addicted to You,10/26/2013 13:38
Thepekingduck,Flux Pavilion (feat. Childish Gambino),ONELOVE BASS TRAP 2013 (Mixed By Spenda C & Leah Mencel),Do Or Die,10/26/2013 13:33
Thepekingduck,Dillon Francis,ONELOVE BASS TRAP 2013 (Mixed By Spenda C & Leah Mencel),Bootleg Fireworks (The Rebirth),10/26/2013 13:29
Thepekingduck,GATEWAY 2030,Rave & Hardtrance of the 90's Vol. 2,Space Convention - 1998 Hardtrance Mix,10/26/2013 13:24
Thepekingduck,The Jeff Healey Band,See The Light,Blue Jean Blues,10/18/2013 9:33
Thepekingduck,White Town,Playlist: Dance,Your Woman,10/18/2013 9:29
Thepekingduck,Mark Knopfler,Privateering,Redbud Tree,10/18/2013 9:25
Thepekingduck,Cake,Fashion Nugget,I Will Survive,10/18/2013 9:20
Thepekingduck,Walter Trout,Relentless,Work No More,10/18/2013 9:14
Thepekingduck,Peter Pan Speedrock,Fiftysomesuperhits,Resurrection,10/18/2013 9:11
Thepekingduck,Walter Trout,Unspoiled by Progress - 20th Anniversary,Workin' Class,10/18/2013 9:07
Thepekingduck,Mark Knopfler,Sailing to Philadelphia,Speedway At Nazareth,10/18/2013 9:00
Thepekingduck,Cake,Comfort Eagle,Comfort Eagle,10/18/2013 8:57
Thepekingduck,Lee Ritenour,6 String Theory,Give Me One Reason,10/18/2013 8:52
Thepekingduck,Oli Brown,Here I Am,Devil In Me,10/18/2013 8:47
Thepekingduck,The Black Keys,Little Black Submarines,Little Black Submarines - radio edit,10/18/2013 8:44
Thepekingduck,Oliver Koletzki & Fran,Arrow and Bow,Arrow And Bow (Marek Hemmann Remix),9/26/2013 15:50
Thepekingduck,Amos Lee,Last Days At The Lodge,Baby I Want You,9/26/2013 15:47
Thepekingduck,John Mayer Trio,Try!,I Got A Woman - Live In Concert,9/26/2013 15:39
Thepekingduck,The Opposites,De Fik Erin,Want Meisje,9/26/2013 15:35
Thepekingduck,John Mayer,Where The Light Is: John Mayer Live In Los Angeles,Gravity - Live at the Nokia Theatre,9/26/2013 15:19
Thepekingduck,Robert Babicz,Immortal Changes,Come Closer,9/26/2013 15:08
Thepekingduck,Oliver Koletzki feat. Pyur,Großstadtmärchen,These Habits - Original Version,9/26/2013 15:01
Thepekingduck,Oliver Koletzki feat. Kate Mosh,Großstadtmärchen,Headshaped Box - Original Version,9/26/2013 14:57
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kleines Zwischenspiel - Original Version,9/26/2013 14:53
Thepekingduck,Oliver Koletzki & Fran,Großstadtmärchen,Hypnotized - Original Version,9/26/2013 14:47
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,9/26/2013 14:41
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kusskompatibel - Original Version,9/26/2013 14:35
Thepekingduck,Oliver Koletzki feat. Axel Bosse,Großstadtmärchen,U-Bahn - Original Version,9/26/2013 14:31
Thepekingduck,Arcade Fire,The Suburbs,The Suburbs,9/25/2013 21:25
Thepekingduck,Arctic Monkeys,Do I Wanna Know?,Do I Wanna Know?,9/25/2013 21:18
Thepekingduck,Example,All the Wrong Places,All the Wrong Places (Radio Edit),9/25/2013 21:15
Thepekingduck,Coldplay,Atlas,Atlas - From “The Hunger Games: Catching Fire” Soundtrack,9/25/2013 15:51
Thepekingduck,Macklemore & Ryan Lewis,The Heist,Same Love (feat. Mary Lambert),9/25/2013 15:46
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,9/25/2013 15:42
Thepekingduck,Ellie Goulding,Burn,Burn,9/25/2013 15:38
Thepekingduck,OneRepublic,Native,Counting Stars,9/25/2013 15:33
Thepekingduck,The Opposites,Slapeloze Nachten,Je Kan Het Niet,9/15/2013 13:38
Thepekingduck,The Opposites,Slapeloze Nachten,Welkom Op 'T Feest,9/15/2013 13:33
Thepekingduck,The Opposites,Slapeloze Nachten,Sukkel Voor de Liefde,9/15/2013 13:29
Thepekingduck,The Opposites,Slapeloze Nachten,Belle Hélène - Rapversie,9/15/2013 13:26
Thepekingduck,The Opposites,Slapeloze Nachten,Low Key,9/15/2013 13:23
Thepekingduck,The Opposites,Slapeloze Nachten,Rollende Steen,9/15/2013 13:19
Thepekingduck,The Opposites,Slapeloze Nachten,Slapeloze Nachten,9/15/2013 13:16
Thepekingduck,The Opposites,Slapeloze Nachten,Droom Denk Doe,9/15/2013 13:12
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],9/14/2013 14:10
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,9/14/2013 14:05
Thepekingduck,Kasabian,Velociraptor!,Re-Wired,9/14/2013 14:00
Thepekingduck,Miss Montreal,Wonderful Days,Wonderful Days - Live @ Mattie & Wietze Q-Music,9/14/2013 12:57
Thepekingduck,Arctic Monkeys,Humbug,Dance Little Liar,9/14/2013 12:52
Thepekingduck,Fountains of Wayne,Welcome Interstate Managers,All Kinds Of Time,9/14/2013 12:48
Thepekingduck,U2,The Best of 1980 - 1990 / B Sides,With or Without You,9/14/2013 12:43
Thepekingduck,Relient K,Forget and Not Slow Down,(If You Want It),9/14/2013 12:40
Thepekingduck,The Perishers,Let There Be Morning,Trouble Sleeping,9/14/2013 12:35
Thepekingduck,Mumford & Sons,Sigh No More,White Blank Page,9/14/2013 12:30
Thepekingduck,Birdy,Birdy,People Help the People,9/14/2013 12:26
Thepekingduck,Peter Pan Speedrock,Fiftysomesuperhits,Resurrection,9/14/2013 12:20
Thepekingduck,Walter Trout,Unspoiled by Progress - 20th Anniversary,Workin' Class,9/14/2013 12:15
Thepekingduck,Mark Knopfler,Sailing to Philadelphia,Speedway At Nazareth,9/14/2013 12:09
Thepekingduck,Cake,Comfort Eagle,Comfort Eagle,9/14/2013 12:05
Thepekingduck,Lee Ritenour,6 String Theory,Give Me One Reason,9/14/2013 12:00
Thepekingduck,Avenged Sevenfold,Hail To The King,Coming Home,9/12/2013 21:19
Thepekingduck,Amos Lee,Last Days At The Lodge,Ease Back,9/12/2013 21:15
Thepekingduck,James Brown,Music From The Motion Picture Lock Stock And Two Smoking Barrels,The Boss,9/12/2013 21:12
Thepekingduck,John K. Samson,Provincial,When I Write My Master's Thesis,9/12/2013 21:08
Thepekingduck,Kasabian,Velociraptor!,Re-Wired,9/12/2013 21:03
Thepekingduck,Amos Lee,Last Days At The Lodge,Street Corner Preacher,9/12/2013 21:00
Thepekingduck,Amos Lee,Last Days At The Lodge,Truth,9/12/2013 20:57
Thepekingduck,Fugees,Greatest Hits,A Change Is Gonna Come - Live From BBC/Radio 1,9/12/2013 20:54
Thepekingduck,Bob Dylan,Music From The Motion Picture Watchmen,The Times They Are a-Changin',9/12/2013 20:51
Thepekingduck,Allah-Las,Allah-Las,Busman's Holiday,9/12/2013 20:48
Thepekingduck,The Thermals,Born To Kill,Born To Kill,9/12/2013 20:46
Thepekingduck,Black Rebel Motorcycle Club,Let The Day Begin,Let The Day Begin,9/12/2013 20:42
Thepekingduck,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm,1904,9/12/2013 20:38
Thepekingduck,Get Cape. Wear Cape. Fly,Get Cape. Wear Cape. Fly,The Plot,9/12/2013 20:35
Thepekingduck,Ben Caplan,In The Time Of The Great Remembering,Down to the River,9/12/2013 20:30
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,9/12/2013 20:25
Thepekingduck,Absynthe Minded,New Day,My Heroics Part One,9/12/2013 20:20
Thepekingduck,Herman Brood & His Wild Romance,De Brood-Box,Saturday Night,9/12/2013 20:17
Thepekingduck,ZZ Top,ZZ Top - Greatest Hits,Gimme All Your Lovin',9/12/2013 20:13
Thepekingduck,Supertramp,Retrospectacle - The Supertramp Anthology,School,9/12/2013 20:07
Thepekingduck,The Jeff Healey Band,See The Light,See the Light,9/12/2013 20:03
Thepekingduck,The Soul Session,One,Root Down feat. Kay Fischer,9/12/2013 19:59
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 2,Rolling in the Deep,9/12/2013 19:55
Thepekingduck,Dire Straits,The Best of Dire Straits & Mark Knopfler - Private Investigations,Brothers in Arms,9/12/2013 19:48
Thepekingduck,The Rolling Stones,Singles Collection: The London Years,Paint It Black - Mono Version,9/12/2013 19:44
Thepekingduck,Lynyrd Skynyrd,A Retrospective,Sweet Home Alabama,9/12/2013 19:39
Thepekingduck,Mumford & Sons,Sigh No More,White Blank Page,9/12/2013 19:35
Thepekingduck,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,Bullet With Butterfly Wings,9/12/2013 19:31
Thepekingduck,Creedence Clearwater Revival,More Creedence Gold,Fortunate Son,9/12/2013 19:29
Thepekingduck,Semisonic,Feeling Strangely Fine,Closing Time,9/12/2013 19:24
Thepekingduck,Everlast,Whitey Ford Sings The Blues [Explicit],What It's Like [Explicit Version],9/12/2013 19:19
Thepekingduck,Seether,Country Song,Country Song,9/12/2013 19:15
Thepekingduck,Marcy Playground,Sex and Candy,Sex and Candy,9/12/2013 19:12
Thepekingduck,Cake,Pressure Chief,Wheels,9/12/2013 19:09
Thepekingduck,Aynsley Lister,Everything I Need,Little Wing,9/12/2013 18:57
Thepekingduck,Joe Bonamassa,Joe Bonamassa Live From The Royal Albert Hall,Sloe Gin,9/12/2013 18:49
Thepekingduck,Walter Trout,Positively Beale Street,Walkin' in the Rain,9/12/2013 18:44
Thepekingduck,Walter Trout,Positively Beale Street,One Way Street,9/12/2013 18:40
Thepekingduck,Me First and the Gimme Gimmes,Love Their Country,Sunday Morning Coming Down,9/12/2013 18:37
Thepekingduck,The Kooks,Inside In / Inside Out,You Don't Love Me,9/12/2013 18:34
Thepekingduck,Me First and the Gimme Gimmes,Love Their Country,I'm So Lonesome I Could Cry,9/12/2013 18:32
Thepekingduck,Cake,Fashion Nugget,The Distance,9/12/2013 18:29
Thepekingduck,Walter Trout,Positively Beale Street,Got a Broken Heart,9/12/2013 18:23
Thepekingduck,Soundgarden,Superunknown,Black Hole Sun,9/12/2013 18:17
Thepekingduck,The Jeff Healey Band,See The Light,Blue Jean Blues,9/12/2013 18:12
Thepekingduck,White Town,Playlist: Dance,Your Woman,9/12/2013 18:07
Thepekingduck,Mark Knopfler,Privateering,Redbud Tree,9/12/2013 18:05
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],9/12/2013 17:59
Thepekingduck,Nomy,Song or suicide,Cocaine,9/12/2013 17:57
Thepekingduck,Avenged Sevenfold,Hail To The King,Planets,9/11/2013 11:48
Thepekingduck,Avenged Sevenfold,Hail To The King,Coming Home,9/11/2013 11:40
Thepekingduck,Franz Ferdinand,Right Thoughts Right Words Right Action (Deluxe Edition),Evil Eye,9/11/2013 11:33
Thepekingduck,The Offspring,Americana,The End of the Line,9/11/2013 11:29
Thepekingduck,The Offspring,Americana,The End of the Line,9/10/2013 20:20
Thepekingduck,The wonders,That Thing You Do! Original Motion Picture Soundtrack,That Thing You Do!,9/10/2013 20:17
Thepekingduck,Egypt Central,White Rabbit [Deluxe Edition],White Rabbit,9/10/2013 20:08
Thepekingduck,Avenged Sevenfold,Hail To The King,Coming Home,9/10/2013 20:02
Thepekingduck,Disclosure,Settle,Help Me Lose My Mind (feat. London Grammar),9/7/2013 13:37
Thepekingduck,Editors,A Ton of Love,A Ton of Love,9/7/2013 13:33
Thepekingduck,Jake Bugg,Jake Bugg,Lightning Bolt,9/7/2013 13:31
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,My Sacrifice,9/7/2013 12:47
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,The Age of Worry,9/7/2013 12:44
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,It's a Beautiful Day,9/7/2013 12:41
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Radioactive,9/7/2013 12:31
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,I Knew You Were Trouble,9/7/2013 12:29
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Ho Hey,9/7/2013 12:26
Thepekingduck,Boyce Avenue,New Acoustic Sessions Vol. 5,Drive,9/7/2013 12:22
Thepekingduck,Smif-n-Wessun,Bucktown bw Let's Git It On,Bucktown - Vocal Mix,9/7/2013 12:04
Thepekingduck,Raekwon,Only Built 4 Cuban Linx,Criminology,9/7/2013 11:59
Thepekingduck,Non Phixion,I Shot Reagan,Refuse to Lose,9/7/2013 11:54
Thepekingduck,El Da Sensei,The Unusual,Crowd Pleasa,9/7/2013 11:50
Thepekingduck,KRS-One,Return Of The Boom Bap,Outta Here,9/7/2013 11:46
Thepekingduck,Xzibit,At The Speed Of Life,The Foundation,9/7/2013 11:42
Thepekingduck,De Jeugd van Tegenwoordig,Een Barkie,Een Barkie,9/7/2013 11:36
Thepekingduck,Martin Garrix,Animals,Animals (Radio Edit),9/7/2013 11:31
Thepekingduck,Arctic Monkeys,Why'd You Only Call Me When You're High?,Why'd You Only Call Me When You're High?,9/7/2013 11:24
Thepekingduck,OneRepublic,Native,Counting Stars,9/7/2013 11:19
Thepekingduck,Calvin Harris,18 Months,Thinking About You,9/7/2013 11:15
Thepekingduck,One Direction,Best Song Ever,Best Song Ever,9/7/2013 11:10
Thepekingduck,Naughty Boy,Lifted,Lifted,9/7/2013 11:07
Thepekingduck,Sean Paul,Other Side of Love,Other Side Of Love,9/7/2013 11:04
Thepekingduck,Miley Cyrus,We Can't Stop,We Can't Stop,9/7/2013 11:00
Thepekingduck,Lana Del Rey,Born to Die - The Paradise Edition,Summertime Sadness,9/7/2013 10:56
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,9/7/2013 10:52
Thepekingduck,Ellie Goulding,Burn,Burn,9/7/2013 10:48
Thepekingduck,The Hives,Walk Idiot Walk,Walk Idiot Walk,9/7/2013 10:48
Thepekingduck,Korn,Greatest Hits Vol. 1,Word Up!,9/4/2013 15:25
Thepekingduck,Beck,Mellow Gold,Loser,9/4/2013 15:21
Thepekingduck,Nirvana,Nirvana,Heart-Shaped Box,9/4/2013 15:16
Thepekingduck,Sultan & Ned Shepard,Walls,Walls (Club Mix) (feat. Quilla),9/4/2013 15:16
Thepekingduck,Moguai,Club Life Vol. 3 - Stockholm (Spotify Exclusive),Champs,9/4/2013 14:21
Thepekingduck,Moguai,U Know Y,U Know Y (Punx Squad Radio),9/4/2013 14:18
Thepekingduck,Moguai,U Know Y,U Know Y (Original Radio),9/4/2013 14:14
Thepekingduck,Miles Davis,Jazz Bar Presents Miles Davis,Scrapple from the Apple,9/4/2013 14:02
Thepekingduck,Nat King Cole,One Hour With Nat King Cole,Sweet Lorraine,8/25/2013 22:09
Thepekingduck,Nat King Cole,One Hour With Nat King Cole,(Get Your Kicks On) Route 66,8/25/2013 22:06
Thepekingduck,Mayer Hawthorne,Where Does This Door Go,Back Seat Lover,8/25/2013 22:02
Thepekingduck,Prince,The Hits/The B-Sides,She's Always In My Hair,8/25/2013 22:00
Thepekingduck,Kris Kross,Totally Krossed Out,Jump,8/21/2013 21:07
Thepekingduck,Ace of Base,Greatest Hits,The Sign,8/21/2013 21:03
Thepekingduck,Billy Idol,Billy Idol,White Wedding - Part 1 - 2001- Remaster,8/21/2013 20:59
Thepekingduck,Will Smith,Big Willie Style,Gettin' Jiggy Wit It,8/21/2013 20:55
Thepekingduck,Nirvana,Nirvana,Lithium,8/21/2013 20:51
Thepekingduck,Beastie Boys,Licensed to Ill,(You Gotta ) Fight for Your Right (To Party),8/21/2013 20:47
Thepekingduck,The Clash,The Essential Clash,Should I Stay or Should I Go,8/21/2013 16:56
Thepekingduck,System of a Down,Toxicity,Chop Suey!,8/21/2013 16:53
Thepekingduck,Smash Mouth,All Star Smash Hits,All Star,8/21/2013 16:49
Thepekingduck,Alice Cooper,Old Skool Of Rock,Poison,8/21/2013 16:45
Thepekingduck,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,Ice Ice Baby,8/21/2013 16:41
Thepekingduck,Nirvana,Nevermind,Smells Like Teen Spirit,8/21/2013 16:36
Thepekingduck,Robert Trujillo (Metallica),A Salute To Metallica,Enter Sandman,8/21/2013 16:30
Thepekingduck,Aerosmith,Nine Lives,Pink,8/21/2013 16:26
Thepekingduck,Guns N' Roses,Use Your Illusion I,Back Off Bitch,8/21/2013 16:21
Thepekingduck,Rage Against the Machine,Rage Against The Machine/Evil Empire,Killing in the Name,8/21/2013 16:16
Thepekingduck,The Offspring,Smash,Self Esteem,8/21/2013 16:12
Thepekingduck,Rage Against the Machine,Renegades,How I Could Just Kill a Man,8/21/2013 16:08
Thepekingduck,The Hives,Walk Idiot Walk,Walk Idiot Walk,8/21/2013 16:04
Thepekingduck,Korn,Greatest Hits Vol. 1,Word Up!,8/21/2013 16:01
Thepekingduck,Beck,Mellow Gold,Loser,8/21/2013 15:57
Thepekingduck,Nirvana,Nirvana,Heart-Shaped Box,8/21/2013 15:53
Thepekingduck,Kaskade,Dynasty [Remixed],Dynasty - Dada Life Remix,8/20/2013 22:27
Thepekingduck,Kaskade,Dynasty [Remixed],Dynasty - Dada Life Remix,8/18/2013 19:25
Thepekingduck,Kaskade,Dynasty [Remixed],Dynasty - Dada Life Remix,8/18/2013 19:25
Thepekingduck,Porter Robinson,Say My Name,Say My Name (Original Mix),8/18/2013 19:20
Thepekingduck,Kaskade,Fire & Ice,ICE,8/18/2013 19:20
Thepekingduck,Kaskade,Fire & Ice,ICE,8/18/2013 18:42
Thepekingduck,Kaskade,Eyes,Eyes - Extended Mix,8/18/2013 18:38
Thepekingduck,Nero,Welcome Reality,Guilt,8/17/2013 18:44
Thepekingduck,Calvin Harris,18 Months,Thinking About You,8/17/2013 18:37
Thepekingduck,Gorillaz,Plastic Beach,Stylo (Album Version) [Feat. Mos Def and Bobby Womack],8/17/2013 18:34
Thepekingduck,Uffe,STRAESS! EP,Something Wrong,8/17/2013 18:29
Thepekingduck,Calvin Harris,18 Months,Thinking About You,8/17/2013 18:23
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,8/17/2013 18:19
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,8/10/2013 14:54
Thepekingduck,Bernhoft,5 Breaks EP,Choices - Live,8/10/2013 14:54
Thepekingduck,Das EFX,The Very Best of Das Efx,Microphone Master,8/10/2013 14:50
Thepekingduck,Das EFX,The Very Best of Das Efx,Microphone Master,8/4/2013 9:58
Thepekingduck,Das EFX,The Very Best of Das Efx,Microphone Master,8/4/2013 9:58
Thepekingduck,JAY-Z,Original Album Classics,D'Evils,8/4/2013 9:17
Thepekingduck,Stromae,Papaoutai,Papaoutai,8/4/2013 9:13
Thepekingduck,Arctic Monkeys,Do I Wanna Know?,Do I Wanna Know?,8/4/2013 9:08
Thepekingduck,Olly Murs,Right Place Right Time,Dear Darlin',8/4/2013 9:04
Thepekingduck,Chase & Status,Lost & Not Found,Lost & Not Found,8/4/2013 9:00
Thepekingduck,Bruno Mars,Unorthodox Jukebox,Treasure,8/4/2013 8:57
Thepekingduck,JAY-Z,Magna Carta... Holy Grail,Holy Grail,8/4/2013 8:52
Thepekingduck,Avril Lavigne,Here's to Never Growing Up,Here's to Never Growing Up,8/4/2013 8:48
Thepekingduck,Taylor Swift,Red,Everything Has Changed,8/4/2013 8:44
Thepekingduck,Jason Derülo,The Other Side,The Other Side,8/4/2013 8:40
Thepekingduck,Daft Punk,Get Lucky,Get Lucky (radio edit) [feat. Pharrell Williams],8/4/2013 8:36
Thepekingduck,Passenger,Let Her Go,Let Her Go,8/4/2013 8:25
Thepekingduck,Avicii,Wake Me Up,Wake Me Up,8/3/2013 16:55
Thepekingduck,Beady Eye,BE,Shine a Light,8/3/2013 16:49
Thepekingduck,Ella Fitzgerald,Ella Fitzgerald,Smooth Sailing,8/3/2013 9:31
Thepekingduck,Miles Davis,Jazz Bar Presents Miles Davis,Bluebird,8/3/2013 9:28
Thepekingduck,Miles Davis,Jazz Bar Presents Miles Davis,Another Hairdo,8/3/2013 9:25
Thepekingduck,Miles Davis,Jazz Bar Presents Miles Davis,Scrapple from the Apple,8/3/2013 9:22
Thepekingduck,Nat King Cole,One Hour With Nat King Cole,Sweet Lorraine,8/3/2013 9:18
Thepekingduck,Nat King Cole,One Hour With Nat King Cole,(Get Your Kicks On) Route 66,8/3/2013 9:14
Thepekingduck,Amos Lee,Last Days At The Lodge,Street Corner Preacher,7/27/2013 15:27
Thepekingduck,Amos Lee,Last Days At The Lodge,Truth,7/27/2013 15:24
Thepekingduck,Amos Lee,Last Days At The Lodge,Baby I Want You,7/27/2013 15:20
Thepekingduck,John Mayer Trio,Try!,I Got A Woman - Live In Concert,7/27/2013 15:13
Thepekingduck,Wolfmother,Wolfmother,Woman,7/13/2013 14:51
Thepekingduck,Shantel,Bar Gypsy,Bucovina,7/13/2013 14:47
Thepekingduck,Tom Cochrane,Mad Mad World,Life Is a Highway,7/13/2013 14:41
Thepekingduck,Sash!,The Best Of Sash! [10th Anniversary],Ecuador,7/13/2013 14:36
Thepekingduck,Bran Van 3000,Glee,Drinking in L.A.,7/13/2013 14:32
Thepekingduck,Danzig,Danzig,Mother,7/13/2013 14:29
Thepekingduck,OMC,How Bizarre,How Bizarre,7/13/2013 14:25
Thepekingduck,Sonny & The Sunsets,Antenna To The Afterworld,Void,7/13/2013 14:21
Thepekingduck,jj,Fågelsången,Fågelsången,7/13/2013 14:18
Thepekingduck,Franz Ferdinand,Right Action,Right Action,7/13/2013 14:15
Thepekingduck,Beck,I Won't Be Long,I Won't Be Long,7/13/2013 14:10
Thepekingduck,Aeroplane,My Enemy,My Enemy - Rex The Dog Remix,7/13/2013 14:09
Thepekingduck,Booka Shade,Regenerate,Regenerate - Original Remix,7/9/2013 8:26
Thepekingduck,Marek Hemmann,Infinity EP,Infinity,7/9/2013 8:17
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,7/9/2013 8:11
Thepekingduck,Splendid,Again,Again,7/9/2013 8:08
Thepekingduck,Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,7/9/2013 8:04
Thepekingduck,Tom Odell,Songs from Another Love,Another Love,7/8/2013 23:42
Thepekingduck,Aeroplane,My Enemy,My Enemy - Rex The Dog Remix,7/8/2013 22:07
Thepekingduck,Marek Hemmann,In Between,Tagoma,7/8/2013 22:01
Thepekingduck,Niconé & Sascha Braemer,Romantic Thrills,Dreamer - Orginal Version,7/8/2013 21:55
Thepekingduck,Simina Grigoriu,Project Boondocks EP,Boondocks,7/8/2013 21:48
Thepekingduck,Joris Delacroix,Room With View,Subtil,7/8/2013 21:41
Thepekingduck,Kollektiv Turmstrasse,Rebellion der Träumer,Kontakt - Original,7/8/2013 21:36
Thepekingduck,Frivolous,Meteorology,Allen Town Jail,7/8/2013 21:30
Thepekingduck,Philip Bader,Boygirl,Dantze Girl,7/8/2013 21:22
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kusskompatibel - Original Version,7/8/2013 21:16
Thepekingduck,David August,Instant Harmony EP,Moving Day,7/8/2013 21:07
Thepekingduck,Adana Twins,Everyday,Strange,7/8/2013 21:00
Thepekingduck,Booka Shade,Regenerate,Regenerate - Original Remix,7/8/2013 20:49
Thepekingduck,Boris Brejcha,Lost Memory,Lost Memory,7/8/2013 20:41
Thepekingduck,David August,Sensation Innerspace,Hamburg Is For Lovers - Original Mix,7/8/2013 20:33
Thepekingduck,Oliver Koletzki & Fran,Lovestoned,It's a Pleasure To Meet You - Original Version,7/8/2013 20:28
Thepekingduck,Kollektiv Turmstrasse,Rebellion der Träumer,Deine Distanz - Original,7/8/2013 20:22
Thepekingduck,Joris Delacroix,Room With View,Subtil,7/8/2013 20:15
Thepekingduck,Paul Kalkbrenner,Tatü-Tata,Gebrünn Gebrünn,7/8/2013 20:08
Thepekingduck,Marbert Rocel,Cornflake Boy Remix EP,Cornflake Boy (Solomun Remix - Vocal),7/8/2013 20:01
Thepekingduck,AKA AKA,The Very Best Of Stil Vor Talent Digital,Woody Woodpecker - Original Version,7/8/2013 19:54
Thepekingduck,Andhim,AleeFee,Aleefee,7/8/2013 19:46
Thepekingduck,Pupkulies & Rebecca,Fou de toi,Fou De Toi,7/8/2013 19:43
Thepekingduck,Joris Delacroix,Room with view Ep,Air France,7/8/2013 19:36
Thepekingduck,Dominik Eulberg,Diorama,Die 3 Millionen Musketiere,7/8/2013 19:30
Thepekingduck,Kollektiv Turmstrasse,Futureaudio Presents: Minimal Techno Vol. 6,Tristesse,7/8/2013 19:21
Thepekingduck,Moonbootica,Moonlight Welfare,Der Mond,7/8/2013 18:26
Thepekingduck,Sascha Funke,Brave,Now You Know,7/8/2013 18:20
Thepekingduck,Paul Kalkbrenner,Zeit,Frühling,7/8/2013 18:15
Thepekingduck,Marek Hemmann,Infinity EP,Infinity,7/8/2013 18:09
Thepekingduck,Oliver Koletzki,Get Wasted,When We Were Young - Original Version,7/7/2013 9:24
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kusskompatibel - Original Version,7/7/2013 9:19
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kleines Zwischenspiel - Original Version,7/7/2013 9:15
Thepekingduck,Oliver Koletzki feat. Fran,Eurovibes by Euronews,Hypnotized - Original Mix,7/7/2013 9:10
Thepekingduck,Oliver Koletzki feat. Fran,Eurovibes by Euronews,Hypnotized - Original Mix,7/7/2013 9:05
Thepekingduck,Oliver Koletzki feat. Pyur,Großstadtmärchen,These Habits - Original Version,7/7/2013 8:57
Thepekingduck,Oliver Koletzki feat. Kate Mosh,Großstadtmärchen,Headshaped Box - Original Version,7/7/2013 8:53
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kleines Zwischenspiel - Original Version,7/7/2013 8:49
Thepekingduck,Oliver Koletzki feat. Fran,Großstadtmärchen,Hypnotized - Original Version,7/7/2013 8:44
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,7/7/2013 8:38
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Kusskompatibel - Original Version,7/7/2013 8:32
Thepekingduck,Oliver Koletzki feat. Axel Bosse,Großstadtmärchen,U-Bahn - Original Version,7/7/2013 8:27
Thepekingduck,Oliver Koletzki feat. Juli Holz,Großstadtmärchen,Zuckerwatte - Original Version,7/7/2013 8:21
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,7/7/2013 8:20
Thepekingduck,Oliver Koletzki feat. Juli Holz,Großstadtmärchen,Zuckerwatte - Original Version,7/6/2013 18:38
Thepekingduck,Oliver Koletzki feat. Mieze Katz,Großstadtmärchen,This is leisure - Original Version,7/6/2013 18:35
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,7/6/2013 18:27
Thepekingduck,Splendid,Again,Again,7/6/2013 18:24
Thepekingduck,Oliver Koletzki,Großstadtmärchen,Warschauer Straße - Original Version,7/6/2013 18:24
Thepekingduck,Splendid,Again,Again,7/5/2013 20:36
Thepekingduck,Gesaffelstein,Conspiracy Pt.2,Opr - Original Mix,7/5/2013 20:34
